,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,trans_outp_p,trans_diff,country
38,1991,-8.808999172008752e-05,-0.0002303823984913,-2.959835500861456e-05,0.0002701399890034,-3.814867100849616e-05,0.0,7.0,-0.11392622,0.106057495,0.028792718,0.16698153,0.001,0.014350845,0.008747,0.007021,0.008705,0.0,0.0,0.000332162,0.000332162,-0.00549379,-0.10152069,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0389204769881387,-0.0008583046352072,26
39,1991,9.207674170903096e-05,5.298716568764329e-06,-3.6556405322381216e-05,0.0017384106197592,0.0003530872417575,0.0,7.0,-0.007279794,0.07756795,0.019234471,0.16698153,0.0045,-0.095670156,0.008747,0.006642,0.006871,0.0,0.0,0.000310235,0.000310229,-0.00549379,-0.018608028,0.0034999999999999,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0446814366510456,-0.0007779408760442,27
42,1991,0.0011063939579256,0.0033718301328478,0.000271667617264,0.0011238492239639,0.0008499082114758,0.0,7.0,-0.002349448,0.080394894,0.041143525,0.1669678,0.01,0.031000923,0.002368,0.00241,0.000489,0.0,0.0,0.000241041,0.000241041,-0.005542085,-0.023667842,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0397578657621865,-2.230487337650383e-05,29
43,1991,-0.0003989708130109,-0.0009828967155337,-0.0009401012305893,-0.0113484063204665,-0.0023554640098382,0.0,7.0,-0.124161415,0.092696466,0.045613784,0.1669678,0.0015,,0.005908,0.005059,,0.0,0.0,9.28e-05,9.28e-05,-0.005542085,-0.13902733,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0340472757348838,-0.0004253074730965,30
47,1991,0.0004849807439207,0.0001756084155185,0.0003228730163042,0.0027031982899907,0.0004574224147194,0.0,7.0,0.045243565,0.11289585,0.054338742,0.16392769,0.01,0.006931472,0.001682,0.006571,0.001642,0.0,0.0,7.58e-05,7.58e-05,-0.002113208,0.020464532,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0394978217290117,0.0002220164389103,32
48,1991,0.0014580206113125,-0.0095960040974001,-0.0008702648372338,-0.0042452354712282,-0.0002440427652106,0.0,7.0,-0.0194776,0.05927531,0.027929068,0.16698153,0.001,0.013609766,0.007962,0.000435,0.006558,0.0,0.0,0.000246573,0.000246573,-0.00549379,-0.017349932,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0685797499003973,6.378051575092747e-06,33
49,1991,0.0020182943289095,0.0052821082186701,0.0019835968436889,0.0061118771226852,0.0007222760921002,0.0,7.0,0.01037085,0.08547597,0.048005898,0.16392769,0.01,-0.095670156,0.000819,0.002333,0.001049,0.0,0.0,2.6e-05,2.6e-05,-0.002113208,-0.011074436,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0622233552674107,5.824170678760121e-05,34
50,1991,-0.0026364222816833,-0.0006550093067884,-0.0001071519229404,-0.0012378554055771,-0.0026521983105166,0.0,7.0,-0.011539023,0.08885026,0.050059393,0.1669678,0.008,0.027972814,0.004294,0.003118,0.000395,0.0,0.0,0.000195734,0.00019573,-0.005542085,-0.038341284,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0337436569867187,-0.0008659029794193,35
51,1991,0.0002274561739329,0.0004404606647959,-3.213722325894064e-05,0.000794981953052,-0.000104841174959,0.0,7.0,-0.035002682,0.101537436,0.023781568,0.16698153,0.004,0.027536606,0.003394,9.1e-05,0.004427,0.0,1.0,0.000235572,0.000235572,-0.00549379,-0.053634264,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0393356354486023,0.0016598324432639,36
52,1991,0.0033797670482726,0.0009818983231194,0.0014972936160105,0.0026067298688895,0.0007690664038924,0.0,7.0,0.038819496,0.092523456,0.03628906,0.1669678,0.0095,0.03637586,0.00655,0.001417,0.001308,0.0,1.0,0.000106968,0.000106968,-0.005542085,0.021536643,0.0,0.0001617637871042,-0.0004440488335963,0.0093048721423294,0.0019929374086398,-0.0003993393188881,0.0875764790656347,-0.0008354632884256,37
