country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19,outp,gross_output,trans_outp_p
PHL,2006,1.78e-05,0.00011204,0.000904654,0.009454421,0.000876004,,8,0.03210021,0.11432441,0.057347775,0.15531127,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,,0.000200458,0.000200458,-0.031067744,0.009152547,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,11466.59534,533409.3708,0.021496801
PNG,2006,0.000633458,-0.005866157,0.000105485,0.001873314,0.001672562,,8,,,,0.16658282,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,,,,-0.02114378,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,543.519991,13571.66723,0.040048137
POL,2006,0.001704996,0.001195445,0.002794899,0.010725179,0.001936361,,8,0.06258523,0.1055937,0.048408143,0.1669669,0.01,-0.002231435,0.001183,0.001712,0.000468,0.0,,-5.48e-06,-5.48e-06,-0.020523101,0.039551467,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,35277.49557,2795532.333,0.012619241
PRK,2006,0.000362627,0.001690289,0.000125051,0.002109132,0.001245269,,8,-0.005955213,0.10013756,0.052228536,0.15531127,0.0005,,0.000392,0.004891,2.8e-05,0.0,,5.97e-05,5.97e-05,-0.031067744,-0.014229175,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,761.0726826,23456.4304,0.032446228
PRT,2006,0.003921952,0.007259438,0.004743717,0.028645134,0.004364629,,8,0.010205608,0.09269163,0.04747907,0.1669669,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,,3.75e-05,3.75e-05,-0.020523101,-0.019624064,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,10741.40653,1444738.222,0.007434846
PRY,2006,0.000106708,0.001210003,0.000550879,0.000283088,0.000172503,,8,0.017673379,0.08780941,0.027962495,0.16697896,0.009,0.000953102,0.001689,0.002123,0.005975,0.0,,0.000245735,0.000245735,-0.020339489,0.008622371,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1598.744775,25494.06298,0.062710474
PYF,2006,0.000313696,-0.000925792,0.000594139,0.006737984,0.000813681,,8,,,,0.16658282,,,,0.005813,0.006078,,,,,-0.02114378,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,529.5278441,11684.4518,0.045319015
QAT,2006,0.001719855,0.002872222,0.000686566,0.003376534,0.000370467,,8,0.12582426,0.06687827,0.042509727,0.15531127,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000212938,0.000212934,-0.031067744,0.13069762,,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,3341.362985,92989.75161,0.035932594
RUS,2006,0.000245537,0.000231145,0.000186581,-0.001320272,-5.69e-05,,8,0.08236007,0.11864068,0.021233466,0.1669669,0.008,0.026532419,0.002452,0.004398,0.002485,0.0,,-4.96e-05,-4.96e-05,-0.020523101,0.0704693,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,140246.7714,6805281.617,0.020608518
RWA,2006,-8.79e-05,-0.001234348,0.0005137,0.005285286,0.000916645,,8,0.04404761,0.091734864,0.05956693,0.1670528,0.0035,0.04295924,0.003238,0.005066,,0.0,,0.000273407,0.000273407,-0.02067849,0.02792291,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,288.0540052,6274.877318,0.045905918
SAU,2006,0.001070826,0.000792616,0.000866083,0.013213441,0.003440413,,8,0.009019307,0.10203806,0.02530727,0.15531127,0.0,0.02442347,0.0018,0.00127,0.000949,0.01,1.0,0.000225179,0.000225175,-0.031067744,-0.016139042,,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,23342.48707,1140166.344,0.020472879
SEN,2006,-9.26e-05,-0.001531874,0.000573006,0.006469411,0.000433368,,8,-0.00417184,0.094436236,0.041861285,0.1670528,0.009,-0.095670156,0.006939,0.001497,0.006961,0.0,,0.000278778,0.000278782,-0.02067849,-0.007391366,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1135.35445,43021.83206,0.026390193
SGP,2006,-0.002125513,0.001300331,0.003369185,0.003621088,0.002411403,,8,0.06796834,0.084100865,0.087917864,0.15531127,0.004,-0.095670156,0.003857,0.006561,0.003835,0.01,,0.000148982,0.000148982,-0.031067744,0.022350285,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,46829.16706,935786.3397,0.050042585
SLE,2006,-9.68e-05,-0.003446318,0.000587757,0.007220555,0.000639629,,8,0.026895644,0.08701623,0.04430249,0.1670528,0.0075,0.005306283,0.008191001,0.005395,0.007634,0.01,,0.000232503,0.000232503,-0.02067849,0.023778846,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,160.1887338,4101.168355,0.039059292
SLV,2006,0.001749998,-0.001141568,0.001071417,0.007760422,0.002347206,,8,0.023978584,0.0882908,0.057979807,0.16697896,0.0085,0.023321439,0.001978,0.003559,,0.0,,0.000174284,0.00017428,-0.020339489,0.009491635,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1378.880398,31245.45655,0.044130589
SMR,2006,0.000847519,0.00103816,0.000273501,0.002659468,0.000844497,,8,,,,0.1669669,,,0.002927,0.001975,,,,,,-0.020523101,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,121.8941925,2747.025871,0.044373151
SOM,2006,-1.45e-05,-0.000803922,0.000181209,0.001630828,8.18e-05,,8,0.023955593,0.09108327,0.026668437,0.1670528,0.005,0.025336968,0.008117,2.8e-05,0.000326,0.01,,0.000312388,0.000312386,-0.02067849,0.022259623,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,249.0904366,4267.422952,0.058370225
STP,2006,0.002033915,0.024119625,-0.001911303,0.000212902,0.002400646,,8,0.03319706,0.052659698,0.052649703,0.1670528,,,,0.001866,0.002322,0.0,,0.000316363,0.000316363,-0.02067849,0.020381179,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,19.78075247,428.4233176,0.046171045
SUR,2006,-0.000721242,-0.000510662,0.000822154,0.005682885,0.002626765,,8,,,,0.16697896,,0.014816046,0.007332,0.00791,0.00331,0.0,,,,-0.020339489,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,210.0478373,4313.662439,0.048693619
SVK,2006,0.002916081,0.019915421,0.00162834,0.004703186,0.002699254,,8,0.083387576,0.08601433,0.047137026,0.1669669,0.01,,0.002539,0.005655,0.002551,,,1.49e-05,1.49e-05,-0.020523101,0.052515604,0.052631579,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,10311.21494,543422.7817,0.018974572
SVN,2006,0.002182899,0.002544025,0.001372845,0.003510942,0.001756865,,8,0.05938937,0.07606062,0.04602809,0.1669669,0.01,,0.002216,0.002868,0.002201,,,-3.6e-06,-3.59e-06,-0.020523101,0.022402085,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,4220.221532,321520.1223,0.01312584
SWE,2006,0.000122802,-0.001170126,-2.98e-05,0.000226184,0.001049421,,8,0.04026714,0.09106867,0.030884342,0.1669669,0.01,0.009555114,0.0006,0.002342,0.001968,0.0,,1.67e-05,1.66e-05,-0.020523101,0.021007827,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,59832.88598,3154626.986,0.018966707
SWZ,2006,-0.00042786,-0.001309225,0.001340933,0.005643775,0.001786682,,8,0.030846704,0.070355624,0.04190479,0.1670528,0.0005,0.027212955,0.000582,0.004444,0.001722,0.01,,-1.66e-05,-1.66e-05,-0.02067849,0.003818583,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,341.1290487,6055.535607,0.056333423
SYC,2006,0.00024969,-0.00146422,0.001083288,0.016685093,0.000807057,,8,0.011821198,0.04440272,0.052277297,0.1670528,,-0.095670156,0.002025,0.002323,0.001606,0.0,,0.00010813,0.00010813,-0.02067849,-0.009566422,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,183.2788932,2717.486482,0.06744427
SYR,2006,0.000335421,0.00023642,0.000195439,0.000537999,0.000779508,,8,0.02691786,0.0984593,0.046307232,0.15531127,0.0015,0.01686399,0.005399,0.00431,0.001817,0.0,,0.00023178,0.000231788,-0.031067744,0.001865434,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,2653.325687,66777.79326,0.039733653
TCD,2006,-0.000573541,-0.00329108,-8e-06,-0.000377324,6.72e-05,,8,-0.023680752,0.09174605,0.02036373,0.1670528,0.004,0.021400662,0.00862,0.006411,0.008635,0.0,,0.000260696,0.000260698,-0.02067849,-0.033222742,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,435.1437878,10351.16768,0.042038135
TGO,2006,-0.000115598,-0.001665128,0.000512383,0.004573902,0.00052104,,8,0.011375108,0.086213194,0.04625231,0.1670528,0.003,-0.095670156,0.007099,0.006596,0.00898,0.0,,0.000271671,0.000271667,-0.02067849,0.009006331,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,307.2650554,5567.908405,0.055185005
THA,2006,-0.000399585,-0.002992013,-0.002880297,0.005502588,-0.000320633,,8,0.044738412,0.110764585,0.048385832,0.15531127,0.0025,0.01686399,0.006338,0.000994,0.006344,0.01,,6.93e-05,6.93e-05,-0.031067744,0.002327982,-0.736842105,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,38970.14164,1241524.667,0.031388939
TJK,2006,0.004423851,-0.000211059,0.000605804,0.004479212,0.002838089,,8,0.050024513,0.08845633,0.038848888,0.15531127,0.0035,0.043944493,0.005107,0.003386,0.005473,0.0,,0.000187516,0.00018752,-0.031067744,0.077665485,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,254.1707908,5664.374029,0.044871823
TKM,2006,0.005551587,0.002305369,0.00065113,0.00975177,0.00397366,,8,0.10082892,0.08459564,0.022690438,0.15531127,0.0005,,0.003918,0.002327,0.003984,0.0,,0.000119358,0.000119353,-0.031067744,0.08508898,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,921.6485945,23052.99134,0.039979566
TTO,2006,0.000657144,0.000575592,-0.000320825,-0.00257275,0.003583878,,8,0.14582956,0.07118826,0.054841105,0.16697896,0.01,-0.095670156,0.006475,0.007936,0.001251,0.01,,-1.62e-05,-1.62e-05,-0.020339489,0.11387837,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,2506.472154,49347.55682,0.050792224
TUN,2006,-0.000599232,-0.003343008,8.79e-05,0.006917708,-6.08e-05,,8,0.04261061,0.092281535,0.041824084,0.1670528,0.003,0.010296194,0.000394,0.000104,0.000124,0.0,,9.91e-05,9.91e-05,-0.02067849,0.011950767,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,3017.381885,134141.9961,0.022493939
TUR,2006,0.001032509,0.001637813,0.003171357,0.007519381,0.002184252,,8,0.053742398,0.112081125,0.045607354,0.15531127,0.0085,0.042668965,0.0032,4.9e-05,0.002216,0.0,,0.000143759,0.000143759,-0.031067744,0.02626112,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,70868.26272,3742063.267,0.018938286
TWN,2006,0.000389296,0.002639372,0.000570353,0.004157702,0.002462533,,8,0.04428351,0.1003372,0.06559892,0.15531127,0.01,0.038416006,0.002744,0.006845,0.005028,,,3.55e-05,3.55e-05,-0.031067744,0.002999492,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,26063.63596,3297688.38,0.007903608
TZA,2006,0.003315535,0.007316411,0.001324907,0.008664735,0.003670969,,8,0.04496188,0.10560192,0.037734333,0.1670528,0.0045,0.030773124,0.007353,0.006334,0.008983,0.01,,0.000209063,0.000209063,-0.02067849,0.03470912,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,835.1986517,21421.9471,0.03898799
UGA,2006,-0.000532627,-0.000247972,0.000600771,0.005862656,0.000941081,,8,0.06982534,0.10282147,0.049852803,0.1670528,0.0045,0.022407096,0.009302,0.006332,0.009227,0.01,,0.000350915,0.000350911,-0.02067849,0.062245052,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1022.248295,24341.5877,0.041995958
UKR,2006,0.001956963,0.00194888,0.000909694,0.00732512,0.000922281,,8,0.08079921,0.10749785,0.043467075,0.1669669,0.0085,,0.004737,0.006157,0.004741,0.0,,-7.24e-05,-7.25e-05,-0.020523101,0.08600872,0.0625,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,18857.85247,535845.9335,0.035192676
URY,2006,0.001109924,0.001878835,0.001655028,0.011768313,0.003946539,,8,0.06440564,0.081440985,0.029872295,0.16697896,0.01,-0.095670156,0.002504,0.003548,0.000817,0.0,,5.24e-05,5.24e-05,-0.020339489,0.05097644,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,2274.224229,44671.9559,0.050909439
USA,2006,-6.89e-05,0.003235057,0.001182971,0.007059845,0.001002981,,8,0.017161619,0.1260633,0.034835193,0.1642156,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,,9.62e-05,9.63e-05,-0.006983206,-0.004097356,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,798539.7351,100554185.9,0.007941387
UZB,2006,0.000191517,0.000288212,0.000617701,0.00745018,0.000283877,,8,0.06219198,0.1019653,0.041435003,0.15531127,0.0005,,0.004125,0.002133,0.00412,0.0,,0.000101216,0.00010122,-0.031067744,0.048591457,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1554.419253,30650.84187,0.050713754
VEN,2006,0.000162454,0.000583479,0.000527999,0.002883823,0.000816372,,8,0.08305302,0.10151948,0.03369699,0.16697896,0.0075,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.000146143,0.000146143,-0.020339489,0.06495407,-0.0625,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,21984.69085,444126.8016,0.049500933
VGB,2006,0.00066854,-0.003011257,0.00036222,0.012618371,0.00187727,,8,,,,0.16697896,,,,,,,,,,-0.020339489,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,87.61331639,1922.665562,0.045568672
VNM,2006,0.003433376,0.006199995,0.004195347,0.008692751,0.013544893,,8,0.07087954,0.11343358,0.055584256,0.15531127,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,,0.000103295,0.000103299,-0.031067744,0.043488294,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,2613.096531,282875.788,0.009237611
VUT,2006,-0.000385989,0.001357025,0.001270097,-0.000476586,0.001920252,,8,,,,0.16658282,,0.0,0.000413,0.007044,0.005794,0.01,,,,-0.02114378,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,71.36121566,1139.580049,0.062620626
WSM,2006,-0.000408312,0.000631611,0.000185465,0.001961162,0.002188501,,8,,,,0.16658282,,,0.001376,0.007871,0.000111,,,,,-0.02114378,,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,51.14282819,1139.925057,0.044865079
YEM,2006,0.000252474,0.000809856,0.000137623,-0.001399212,0.000288986,,8,-0.003042453,0.099746205,0.03705581,0.15531127,0.004,0.03303217,,2.3e-05,8e-05,,,0.00034555,0.00034555,-0.031067744,-0.022681082,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1824.082828,41396.9919,0.044063173
ZAF,2006,0.002612761,0.002612964,0.001250087,0.010076308,0.002642747,,8,0.043281816,0.107774064,0.036708724,0.1670528,0.0095,0.020412203,0.007517,0.008603,0.008652,0.01,,9.27e-05,9.27e-05,-0.02067849,0.031977817,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,28221.02818,1148391.086,0.024574405
ZMB,2006,0.000206295,-0.001316609,0.00016945,0.00338334,0.001534924,,8,0.04578849,0.09331518,0.027238898,0.1670528,0.0075,-0.01609438,0.007808,0.007359,0.008734,0.01,,0.000154324,0.000154328,-0.02067849,0.040007427,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,969.9900268,22194.84198,0.043703399
ZWE,2006,9.27e-05,0.000276634,0.000287696,0.003804003,0.001234241,,8,-0.055280466,0.09353949,0.033963777,0.1670528,0.003,0.010647108,0.003874,0.007363,0.004472,0.01,,-8.21e-05,-8.21e-05,-0.02067849,-0.058631204,0.0,0.001021017,0.001823809,0.004519888,0.005872967,0.001653489,1243.581928,24200.99942,0.051385561
ABW,2007,0.018616848,0.050755007,0.00099544,0.006549772,0.002770578,,8,,,,0.17194954,,,,0.004107,0.003889,,,,,0.00497058,,,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,251.1709923,4852.602164,0.051760063
AFG,2007,-0.002271278,0.001594475,7.93e-06,8.42e-05,-0.000514524,,8,0.091707274,0.10370045,0.038969267,0.16843173,,0.041835755,0.007693,0.002717,0.006141,0.0,,0.00026466,0.00026466,0.013120458,0.08425269,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,826.5458433,19638.7204,0.042087561
AGO,2007,0.000102881,-0.00064625,0.000185552,0.001973798,-0.000689806,,8,0.17641811,0.094143905,0.02286135,0.1729844,0.004,0.022721259,0.007867,0.006276,0.00787,0.0,,0.000223279,0.000223281,0.005931601,0.16370665,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,5476.369335,124287.1888,0.044062219
ALB,2007,0.000253027,0.000392696,0.00120201,0.010638175,0.000967922,,8,0.057411596,0.08188834,0.048783645,0.16869716,0.0095,,0.002204,0.004719,0.000399,0.0,,5.25e-05,5.25e-05,0.001730263,0.030818261,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,1252.969978,21700.03286,0.057740465
AND,2007,0.000640072,3.52e-05,-0.001224587,0.004948136,0.000945022,,8,,,,0.16869716,,,0.007139,0.002326,0.006848001,,,,,0.001730263,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,295.4855381,7380.730266,0.040034729
ANT,2007,0.003307223,0.003306792,0.553198475,0.003785497,0.002816585,,8,,,,0.17194954,,,,0.003866,0.002508,,,,,0.00497058,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,912.2052299,7590.900602,0.120170883
ARE,2007,0.001171793,0.000471016,0.000487151,0.005911044,0.001380836,,8,0.020390125,0.08399313,0.03973269,0.16843173,0.001,-0.095670156,0.006252,0.00331,0.004874,0.01,1.0,0.000409015,0.000409007,0.013120458,0.018345967,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,23425.17557,506534.1043,0.046245999
ARG,2007,7.81e-05,0.000262983,0.000787164,0.01099672,0.000539191,,8,0.07519496,0.10597859,0.026833545,0.17194954,0.009,0.03346389,0.00255,0.002236,0.000618,0.0,,0.000109218,0.000109211,0.00497058,0.062064994,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,23313.01312,916459.4641,0.025438128
ARM,2007,0.000147842,0.003922999,-0.007168652,-0.014504298,-0.002229642,,8,0.13879542,0.07996873,0.046504833,0.16843173,0.0075,,0.001272,0.004576,0.001291,0.0,,-1.59e-05,-1.59e-05,0.013120458,0.09144379,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,523.0637866,13635.68932,0.038359908
ATG,2007,-0.000160376,-0.008430237,0.000459501,-0.003957883,0.000387428,,8,,,,0.17194954,,,0.001643,0.00684,0.001063,0.01,,,,0.00497058,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,160.1361276,2936.677515,0.054529694
AUS,2007,-0.000955936,-0.004037395,-0.000364092,-0.003700045,-0.001531306,,8,0.026918026,0.099403016,0.010020416,0.17276143,0.01,0.007419373,0.000929,0.008211,0.003349,0.01,,0.000126585,0.000126582,0.006178603,0.007033,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,89874.49809,9228974.762,0.009738297
AUT,2007,0.001799327,-0.007359623,0.000857937,0.005963428,0.002118397,,8,0.03413132,0.09011863,0.045997437,0.16869716,0.01,0.040271357,0.001068,0.004146,0.001522,0.0,,8.43e-06,8.42e-06,0.001730263,0.004984284,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,37265.69816,3581743.13,0.010404347
AZE,2007,-0.001120455,-0.000745434,-0.000564633,-0.007409704,-0.002058065,,8,0.22579104,0.09002086,0.04546576,0.16843173,0.0015,0.032425925,0.002047,0.004899,0.002054,0.0,,6.67e-05,6.67e-05,0.013120458,0.18270104,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,2099.334893,47262.00369,0.044419084
BDI,2007,6.47e-05,-0.001153373,0.00038299,0.003282539,0.002450086,,8,-0.00095944,0.09034856,0.057903126,0.1729844,0.008,0.04310799,0.002951,0.005158,0.002977,0.0,,0.000364631,0.000364639,0.005931601,-0.007466062,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,103.0009425,2478.668869,0.041554943
BEL,2007,0.000672055,0.000991462,0.000449702,0.007650004,0.002113917,,8,0.024706207,0.09248813,0.05838392,0.16869716,0.009,-0.095670156,0.005554,0.002127,0.005409,0.0,,1.27e-05,1.27e-05,0.001730263,0.004927388,-0.1,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,61505.49161,5143789.616,0.011957233
BEN,2007,-0.000793451,-1.87e-05,0.000355741,0.003221981,0.001300993,,8,0.014941101,0.09021376,0.04315275,0.1729844,0.0085,-0.095670156,0.007871999,0.005544,0.007905,0.0,,0.000302233,0.000302233,0.005931601,0.010099117,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,560.1434266,10995.98048,0.050940744
BFA,2007,0.00099011,0.00087176,0.00085142,0.007469049,0.003982758,,8,0.004221846,0.09602191,0.039897934,0.1729844,0.005,-0.095670156,0.007377,0.005798,0.007228,0.0,,0.000311375,0.000311371,0.005931601,-0.010465577,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,286.5093297,9627.174441,0.02976048
BGD,2007,0.000222723,0.001722815,0.000248774,0.001410784,0.000892433,,8,0.049099825,0.11931858,0.07034691,0.16843173,0.002,-0.095670156,0.000454,0.00209,0.000925,0.01,,0.000131637,0.000131637,0.013120458,0.035253137,-0.75,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,4791.194119,265342.1652,0.018056663
BGR,2007,0.001279741,0.000218681,-0.000666914,-0.001341201,0.00029279,,8,0.07107386,0.08898756,0.04193288,0.16869716,0.0095,0.03010621,0.004021,0.005965,0.003031,0.0,,-8.5e-05,-8.5e-05,0.001730263,0.048004642,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,5488.73932,510739.2673,0.010746656
BHR,2007,0.000385928,0.000643455,-0.000939453,-0.009781024,-0.000519169,,8,0.06559908,0.06563253,0.069712214,0.16843173,0.0015,-0.095670156,0.005021,0.005528,0.004344,0.01,,0.000141963,0.000141963,0.013120458,0.043208197,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,1622.584624,38734.96135,0.041889409
BHS,2007,-0.000280839,-0.001150655,0.000707142,0.005936825,0.002681052,,8,,,,0.17194954,,-0.095670156,0.004228,0.006815,0.001855,0.01,,,,0.00497058,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,615.3124048,15023.90799,0.040955549
BIH,2007,-0.000408592,0.00035903,0.000789662,0.004097143,0.000630536,,8,0.05554085,0.08423366,0.044890136,0.16869716,,0.041026432,0.0063,0.006851,0.006751,,,0.000117607,0.000117604,0.001730263,-0.007286791,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,1450.103094,31090.72233,0.046641023
BLR,2007,-0.000466647,-0.001099172,-0.000221563,-0.001378159,-0.000221939,,8,0.09057931,0.091824554,0.03846842,0.16869716,0.0015,,0.003222,0.006116,0.004666,0.0,,-4.21e-05,-4.21e-05,0.001730263,0.05580514,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,106.3862315,95476.31078,0.001114268
BLZ,2007,-0.000165133,0.002697018,0.000908163,0.001922462,0.003055907,,8,,,,0.17194954,,0.013083329,0.007015,0.005813,0.006303,0.01,,,,0.00497058,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,157.3405414,2599.353073,0.060530654
BMU,2007,0.000685404,0.000540724,0.003424201,-0.002053072,0.00079783,,8,,,,0.17159796,,,,0.007112,,0.01,,,,0.007382363,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,380.9081111,10392.66057,0.036651646
BOL,2007,9.95e-05,8.61e-05,0.000521902,0.001547089,0.000822013,,8,0.026488233,0.09151227,0.021624543,0.17194954,0.009,0.035807375,0.007396,0.002085,0.00224,0.0,,0.000188485,0.000188483,0.00497058,0.0169628,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,2397.402436,25207.09492,0.09510824
BRA,2007,0.000152618,0.005897561,0.000243782,-0.0004811,0.000219702,,8,0.026859516,0.12175196,0.03132504,0.17194954,0.009,0.011314021,0.005408,0.006054001,0.000468,0.0,,0.000127144,0.000127146,0.00497058,0.004525255,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,104722.4492,12293823.31,0.008518298
BRB,2007,0.000122214,-0.001921671,0.000290178,0.003522906,0.004261504,,8,,,,0.17194954,,-0.095670156,0.001423,0.006934,0.000926,0.01,,,,0.00497058,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,562.9240152,9345.003878,0.060237965
BRN,2007,0.000720646,0.000492421,0.000374212,0.006042658,0.002026242,,8,,,,0.16843173,,,0.005416,0.004404,0.003438,0.01,,,,0.013120458,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,1161.986499,53197.40246,0.021842918
BTN,2007,-0.001463988,-0.006925533,-0.001327382,-0.000900223,-0.002515365,,8,,,,0.16843173,0.002,0.045464814,0.00605,0.003787,0.006056,0.01,,,,0.013120458,,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,117.1068244,2289.131161,0.051157761
BWA,2007,0.001244729,0.000595371,0.001126284,0.013352876,0.005295151,,8,0.023544472,0.075566486,0.011844045,0.1729844,0.009,-0.095670156,0.004102,0.005986,0.00411,0.01,,0.0001987,0.000198699,0.005931601,-0.023991711,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,614.2989684,18045.23672,0.034042167
CAF,2007,-0.000441657,-0.001701008,0.000309812,0.002742346,0.000461699,,8,0.021143107,0.08384207,0.019496862,0.1729844,0.0045,0.014816046,0.008295001,0.007916,0.008334,0.0,,0.000153497,0.000153495,0.005931601,0.026769714,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,180.8852972,3408.850683,0.053063426
CAN,2007,0.000438834,0.000408905,0.000155404,0.000401315,0.000328903,,8,0.033577364,0.10385481,0.012701656,0.17159796,0.01,0.027343675,0.007124,0.006958,0.005772,0.01,,-8.33e-05,-8.33e-05,0.007382363,0.012562567,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,137501.8539,13452472.98,0.010221307
CHE,2007,0.000702328,0.000702561,0.000795764,0.002130239,0.001785822,,8,0.03178756,0.0892992,0.052468073,0.16869716,0.01,0.04203199,0.005314,0.006083,0.005441,0.0,,4.08e-05,4.08e-05,0.001730263,0.013363134,0.0,0.000498476,0.000324316,0.003284565,0.002273075,0.000507909,36310.72782,2828255.502,0.01283856
