country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,avgs1,avgs2,avgs6,avgs10,avgs19
GEO,2000,-0.00127187,-0.013908378,-0.000503615,-0.000111457,0.00304617,0.0,8,0.026195217,0.08471612,0.042274114,0.16520521,0.0075,0.041075896,0.004923,0.006543,0.004749,0.0,0.0,-8.02e-05,-8.02e-05,-0.00765264,0.02493694,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GHA,2000,0.049958944,0.034557327,0.060740769,0.018022611,0.02164286,0.0,8,0.014317188,0.09890202,0.044480436,0.16637819,0.006,-0.095670156,0.006733,0.007987,0.006731,0.01,0.0,0.000220887,0.000220884,-0.012854397,0.006528389,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GIN,2000,0.012862403,0.016592699,0.003448847,0.002196767,0.00657598,0.0,8,-0.00308674,0.090300664,0.035253163,0.16637819,0.0045,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.000237532,0.000237532,-0.012854397,-0.01599943,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GMB,2000,0.037035413,0.09952118,0.008600284,0.006926093,0.001277628,0.0,8,0.02179041,0.0722102,0.049184352,0.16637819,0.0025,-0.095670156,0.007864,0.00097,0.008076,0.01,0.0,0.000330098,0.000330102,-0.012854397,0.010487563,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GRC,2000,0.005634149,0.005472169,0.011770981,0.008515366,0.014829575,0.0,8,0.042516127,0.09264744,0.04391075,0.15190119,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,0.0,2.12e-05,2.12e-05,-0.024538428,0.014009023,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GRL,2000,0.004197754,0.005516587,0.013901084,0.025602893,0.007458188,0.0,8,,,,0.16552,,,,0.004592,0.002188,0.0,0.0,,,-0.011830032,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GTM,2000,0.001855076,0.004710119,0.011238124,0.006891013,0.001803844,0.0,8,0.018996926,0.09313348,0.046272434,0.16618782,0.009,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.000165544,0.000165548,-0.01221785,0.003172297,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
GUY,2000,0.00221602,0.001490461,0.007539669,0.006134089,8.31e-05,0.0,8,,,,0.16618782,0.008,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,-0.01221785,,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
HKG,2000,0.009982471,-0.00395862,0.029767598,0.010032769,0.009081121,0.0,8,0.091809414,0.08803683,0.08762541,0.16520521,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,8.96e-05,8.96e-05,-0.00765264,0.044185843,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
HND,2000,0.002007008,0.00173734,0.00124642,0.007687049,-0.00431709,0.0,8,0.021455364,0.08755841,0.04038325,0.16618782,0.0085,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.000266269,0.000266265,-0.01221785,0.015372478,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
HRV,2000,0.006387982,0.00768249,0.020696021,0.021851139,0.011230632,0.0,8,0.028429022,0.083918184,0.043591008,0.15190119,0.009,,0.00369,0.004447,0.000763,,0.0,5.55e-06,5.55e-06,-0.024538428,0.001278298,0.636363636,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
HTI,2000,0.006910758,0.019216427,0.011504218,0.003687477,0.004372603,0.0,8,-0.009472341,0.08941022,0.056246564,0.16618782,0.004,0.027343675,0.00095,0.004704,,0.0,0.0,0.000184976,0.000184968,-0.01221785,-0.003797189,-0.333333333,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
HUN,2000,0.001704175,0.008297018,0.025852193,0.029152127,0.009722193,0.0,8,0.055764195,0.09223992,0.046985142,0.15190119,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-3.47e-05,-3.47e-05,-0.024538428,0.03032296,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
IDN,2000,0.004259271,0.003864964,0.016474045,0.011737675,0.018923372,0.0,8,0.041031662,0.12231411,0.047212873,0.16520521,0.008,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,6.74e-05,6.74e-05,-0.00765264,0.014695907,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
IND,2000,0.001226642,0.000991987,0.011020345,0.01041795,0.001359289,,8,0.02538863,0.13819626,0.058222353,0.16520521,0.0095,0.025572272,0.004182,0.00326,0.008069,0.01,0.0,0.000177309,0.000177309,-0.00765264,0.006702267,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
IRL,2000,-0.00443339,-0.000353533,0.034730398,-0.014905015,0.000105762,0.0,8,0.081804946,0.08240567,0.040080562,0.15190119,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,0.000110187,0.000110187,-0.024538428,0.051938206,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
IRN,2000,0.004749952,0.002334228,0.025001142,0.003089764,0.009709458,0.0,8,0.043707196,0.11055218,0.036552086,0.16520521,0.0065,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,6.96e-05,6.96e-05,-0.00765264,0.01521726,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
IRQ,2000,0.00098235,0.000271245,-0.000204573,0.000339045,0.002091502,0.0,8,0.07845139,0.100290455,0.03960245,0.16520521,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.000288241,0.000288241,-0.00765264,0.07136118,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
ISL,2000,0.010853197,0.010732831,0.005036222,0.011664027,-0.007805537,0.0,8,,,,0.15190119,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.024538428,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
ISR,2000,0.016095488,0.013730541,0.002322054,-0.051579377,0.008109811,0.0,8,0.0615274,0.087184295,0.057063323,0.16520521,0.01,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000255547,0.000255547,-0.00765264,0.028334275,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
ITA,2000,0.004924339,0.001893507,0.017389885,0.013961856,0.008092232,0.0,8,0.033778016,0.109633476,0.052796997,0.15190119,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,2.01e-05,2.01e-05,-0.024538428,0.008148972,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
JAM,2000,0.005083556,0.011335681,0.008494818,0.005979971,0.002154824,0.0,8,0.000751603,0.07869198,0.054867856,0.16618782,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,0.000102542,0.000102539,-0.01221785,-0.018948587,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
JOR,2000,-0.008502133,0.002386912,-0.001813504,0.003395477,-0.00028526,0.0,8,0.010527424,0.08516906,0.039954327,0.16520521,0.004,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.000316516,0.000316512,-0.00765264,-0.013598547,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
JPN,2000,0.001002133,0.001670274,0.005336987,0.004813472,0.003165369,0.0,8,0.026732268,0.11749806,0.05823563,0.16520521,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,1.85e-05,1.85e-05,-0.00765264,-0.007718531,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
KAZ,2000,0.004269241,0.004191847,0.021917512,0.01491851,-0.002777557,0.0,8,0.10183349,0.096179456,0.01728187,0.16520521,0.003,,0.006171,0.005898,0.006621,0.0,0.0,-3.49e-05,-3.49e-05,-0.00765264,0.075616345,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
KEN,2000,0.001250248,0.00171469,0.010423639,-0.006929808,0.003162723,0.0,8,-0.024332734,0.10325743,0.039814238,0.16637819,0.004,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.00023631,0.00023631,-0.012854397,-0.034268852,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
KGZ,2000,0.001618077,-0.017730233,0.000210056,0.001720443,-0.000527732,0.0,8,0.042163026,0.08486951,0.032331083,0.16520521,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.000112936,0.00011294,-0.00765264,0.0516182,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
KHM,2000,0.033636273,0.012685648,0.021174884,0.011196325,0.009606736,0.0,8,0.050533727,0.094250955,0.04251661,0.16520521,0.006,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.000183195,0.000183195,-0.00765264,0.018570036,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
KOR,2000,0.000991896,0.004003926,0.014731815,0.00299858,-0.00305513,0.0,8,0.076745175,0.10754468,0.061675638,0.16520521,0.009,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,7.57e-05,7.57e-05,-0.00765264,0.0362021,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
KWT,2000,-0.000202477,-0.001547913,-0.004275711,-0.007077799,-0.00929646,0.0,8,0.010738001,0.075876005,0.04707279,0.16520521,0.0015,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,0.000352338,0.000352342,-0.00765264,0.017927883,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LAO,2000,0.030169734,0.00913291,0.020329524,-0.003846162,-0.004254766,0.0,8,0.031104682,0.08612091,0.031705394,0.16520521,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.000250079,0.000250082,-0.00765264,0.013565932,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LBN,2000,0.020032173,0.00245447,0.003060153,0.010297852,0.002029065,0.0,8,0.002947035,0.08183321,0.058579966,0.16520521,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.000139423,0.000139423,-0.00765264,-0.010913732,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LBR,2000,0.009446359,0.046119471,-0.028730074,0.023845876,0.005634835,0.0,8,-0.01954414,0.07899107,0.03331431,0.16637819,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,0.00036373,0.00036373,-0.012854397,-0.017289722,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LBY,2000,0.006608592,0.007702302,0.013520676,0.011880684,0.021655062,0.0,8,0.009415438,0.08540021,0.01067213,0.16637819,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000241458,0.000241456,-0.012854397,-0.01900647,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LIE,2000,0.00107853,0.011967704,0.000869276,0.000612701,0.000555877,0.0,8,,,,0.15190119,,,0.005726,0.003343,0.002246,,0.0,,,-0.024538428,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LKA,2000,0.010877075,-0.003435022,0.015878111,0.015890075,0.003221981,,8,0.04937437,0.09874876,0.057044964,0.16520521,0.0075,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000100754,0.00010075,-0.00765264,0.03158985,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LSO,2000,0.008930026,0.02738853,-0.001470965,0.001131949,-0.006236137,0.0,8,0.024285886,0.07634177,0.04221216,0.16637819,0.007,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,0.000106514,0.00010651,-0.012854397,-0.007414173,0.166666667,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LTU,2000,0.002011031,0.004109788,0.008510031,-0.207756639,0.004627516,0.0,8,0.040156383,0.08203684,0.04039816,0.15190119,0.01,,0.003223,0.004141,0.003219,0.0,0.0,-1.11e-05,-1.11e-05,-0.024538428,0.020812873,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LUX,2000,0.000878643,-0.104725307,0.008846714,0.00982885,0.017050305,0.0,8,,,,0.15190119,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,-0.024538428,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
LVA,2000,0.002718926,0.004707257,0.015467213,-0.00957072,0.008210397,0.0,8,0.07686349,0.07773249,0.036208082,0.15190119,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-7.33e-05,-7.33e-05,-0.024538428,0.04763505,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MAC,2000,0.011281038,0.00957581,0.020586188,0.02214378,0.011754737,0.0,8,,,,0.16520521,,,,0.005511,0.002519,0.0,0.0,,,-0.00765264,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MAR,2000,-0.003492695,0.000162203,0.008609176,0.012556065,0.006255584,0.0,8,-0.007616782,0.1031507,0.042140786,0.16637819,0.002,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.00017602,0.000176013,-0.012854397,-0.023375511,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MCO,2000,-0.001958342,-0.000726208,0.000251136,0.000177225,0.000288483,0.0,8,,,,0.15190119,,,0.006838,0.003047,0.007305,,0.0,,,-0.024538428,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MDA,2000,-0.461861741,0.006677995,-0.185784911,-0.186032188,-0.410918457,0.0,8,0.023790266,0.08387312,0.04879625,0.15190119,0.0085,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,-2.73e-05,-2.73e-05,-0.024538428,0.046076357,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MDG,2000,0.014669863,0.012239252,0.024159542,0.015377333,0.014096707,0.0,8,0.016631426,0.09664084,0.03298404,0.16637819,0.0085,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000303559,0.000303559,-0.012854397,0.020407751,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MDV,2000,-0.004530434,-0.015487747,-0.008853525,0.036742203,-0.007117455,0.0,8,,,,0.16520521,,,,,,0.01,0.0,,,-0.00765264,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MEX,2000,0.00151738,-0.002526593,0.003529575,-0.0049455,-0.000970594,0.0,8,0.05194312,0.115121916,0.039505288,0.16618782,0.009,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.000131935,0.000131935,-0.01221785,0.03277851,0.125,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MKD,2000,0.003494431,-0.004445553,0.007252824,-0.051236048,-0.001843175,0.0,8,0.04005802,0.07608132,0.04395033,0.15190119,0.008,,0.005023,0.005899,0.005021,,0.0,4.74e-05,4.74e-05,-0.024538428,0.033811186,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MLI,2000,0.025177196,0.029163235,0.020715068,0.005522731,0.005535087,0.0,8,0.01282955,0.09215185,0.021085786,0.16637819,0.008,-0.009162908,0.006906,0.00182,0.008388001,0.0,0.0,0.000236489,0.000236485,-0.012854397,-0.004296197,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MLT,2000,0.007067354,0.003586007,0.021834679,-0.007213227,0.014755694,0.0,8,,,,0.15190119,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,-0.024538428,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MMR,2000,0.022830905,0.007666838,0.014152994,0.007662962,0.016066188,0.0,8,0.12533237,0.10698767,0.042099576,0.16520521,0.0015,0.035723455,0.005062,0.001974,0.005072,0.0,0.0,0.000107184,0.000107188,-0.00765264,0.08772223,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MNG,2000,0.029157194,0.006390781,0.009298008,0.021780544,0.017096679,0.0,8,-0.015282143,0.07887493,0.00538435,0.16520521,0.01,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.000154004,0.000154002,-0.00765264,-0.030320916,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MOZ,2000,0.015421394,0.027280148,0.008583539,0.010537721,0.004764032,0.0,8,-0.009100745,0.09805024,0.031405,0.16637819,0.0075,0.008754687,0.006932,0.006759,0.008125,0.0,0.0,0.000250191,0.000250192,-0.012854397,-0.021760223,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MRT,2000,0.01831184,0.014905764,0.004683357,-0.000311661,0.001566235,0.0,8,0.023467641,0.078243926,0.008866903,0.16637819,0.002,-0.095670156,0.00615,0.000149,0.00326,0.0,0.0,0.000259072,0.00025907,-0.012854397,0.004095504,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MUS,2000,-0.010808756,-0.038157093,-0.007032709,-0.001529517,-0.000436823,0.0,8,0.014976608,0.07078284,0.06370249,0.16637819,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,0.00010854,0.000108548,-0.012854397,-0.017179085,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MWI,2000,0.008894528,0.020639934,0.001752076,0.001265514,0.002661357,0.0,8,0.012479049,0.093552664,0.048111208,0.16637819,0.008,0.021747518,0.006744,0.008192,0.006023,0.01,0.0,0.000239864,0.00023986,-0.012854397,-0.003117019,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
MYS,2000,-0.001300608,0.002039462,-0.003161802,-0.014104158,-0.006444518,0.0,8,0.063622564,0.09989844,0.041951556,0.16520521,0.0065,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.000203572,0.000203576,-0.00765264,0.027580846,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NAM,2000,-0.006415043,-0.004545407,-0.007269375,-0.001543677,-0.005777417,0.0,8,0.008488073,0.075461514,0.008302618,0.16637819,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.000249967,0.000249967,-0.012854397,-0.005153312,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NCL,2000,0.0064414,-1.63e-06,0.012440606,0.010810056,0.015447669,0.0,8,,,,0.16618338,,,,0.005462,0.006633,0.0,0.0,,,-0.012746543,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NER,2000,0.013289015,0.026230926,0.002707115,0.002132543,0.007432336,0.0,8,-0.049020074,0.09301225,0.021570548,0.16637819,0.0075,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000360914,0.000360915,-0.012854397,-0.047384046,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NGA,2000,-0.013116974,-0.002353048,-0.000219379,0.018325075,-0.003561324,0.0,8,0.019208115,0.11721393,0.04907104,0.16637819,0.007,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000230737,0.000230733,-0.012854397,0.00480418,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NIC,2000,-0.00089374,-0.010878822,0.004921154,0.009329231,0.001332198,0.0,8,-0.07011459,0.085041076,0.03714502,0.16618782,0.009,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.000221275,0.000221275,-0.01221785,-0.07459896,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NLD,2000,0.009136674,0.004906183,0.02124192,0.010939202,0.01721462,0.0,8,0.032639842,0.096745685,0.061516546,0.15190119,0.01,-0.095670156,0.001054,0.007222,0.005143,0.0,0.0,6.68e-05,6.68e-05,-0.024538428,0.010666039,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NOR,2000,0.000395366,-0.007726311,-0.002007453,-0.003015779,0.007356029,0.0,8,0.025805242,0.08410142,0.026818559,0.15190119,0.01,0.033809945,0.000586,0.002048,0.000673,0.0,0.0,6.48e-05,6.48e-05,-0.024538428,-0.002826668,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NPL,2000,0.006649967,0.000808574,0.00938455,-0.000463857,0.002267482,0.0,8,0.041455932,0.10119331,0.051552214,0.16520521,0.008,0.043000028,0.006632,0.001417,0.007167,0.01,0.0,0.000223398,0.000223398,-0.00765264,0.026762355,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
NZL,2000,0.00859832,0.001695173,0.012455045,0.012656009,0.008991221,0.0,8,0.016882187,0.08243283,0.02652217,0.16618338,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,4.75e-05,4.75e-05,-0.012746543,-0.000375452,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
OMN,2000,0.005882643,-0.000746792,0.009579754,0.01237816,0.004018837,0.0,8,0.019126626,0.078377254,0.024789719,0.16520521,0.0005,0.010296194,0.004373,0.004322,0.003567,0.0,0.0,0.000346065,0.000346066,-0.00765264,-0.03348019,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PAK,2000,0.004097806,0.005255096,0.003125347,0.002013871,0.002383975,0.0,8,0.006445543,0.118941315,0.0523648,0.16520521,0.002,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.000268929,0.000268929,-0.00765264,-0.015621841,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PAN,2000,0.008283048,-0.006768087,0.014968809,0.038689464,0.00494761,0.0,8,0.006620679,0.07972466,0.036418643,0.16618782,0.0095,0.024849067,0.005528,0.003338,0.003873,0.0,0.0,0.000180937,0.000180937,-0.01221785,-0.012663765,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PER,2000,0.00092503,0.002160227,0.002834519,0.003534644,0.001666676,0.0,8,0.015152358,0.101691924,0.03014577,0.16618782,0.0075,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.000154912,0.000154909,-0.01221785,-0.000374687,0.363636364,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PHL,2000,0.002112561,0.000860049,0.017148501,0.005284825,0.006939151,0.0,8,0.03653998,0.113049425,0.056072786,0.16520521,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.000220828,0.000220828,-0.00765264,0.013592314,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PNG,2000,0.012918888,-0.005317781,0.001862152,0.001628844,-0.000815495,0.0,8,,,,0.16618338,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,0.0,,,-0.012746543,,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
POL,2000,0.000787247,0.000850021,0.003435609,0.00540507,0.00215905,0.0,8,0.042108905,0.105624095,0.048438538,0.15190119,0.0095,-0.002231435,0.001183,0.001712,0.000468,0.0,0.0,-2.94e-06,-2.94e-06,-0.024538428,0.019075142,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PRK,2000,0.005994653,0.001387935,0.011166108,0.029444246,0.009473663,0.0,8,-0.007588689,0.09964745,0.051738422,0.16520521,0.0005,,0.000392,0.004891,2.8e-05,0.0,0.0,7.62e-05,7.62e-05,-0.00765264,-0.01586265,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PRT,2000,-0.000767326,0.003200362,-0.006116429,0.00535473,0.012933777,0.0,8,0.0342776,0.09243349,0.047220934,0.15190119,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,0.0,5.06e-05,5.06e-05,-0.024538428,0.004447928,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PRY,2000,0.001045652,-0.000488726,0.002975083,-4.29e-05,0.008348429,0.0,8,-0.02984853,0.086290926,0.026444007,0.16618782,0.0085,0.000953102,0.001689,0.002123,0.005975,0.0,0.0,0.000262722,0.000262721,-0.01221785,-0.03889954,0.0,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
PYF,2000,0.007343612,-7.01e-05,0.01405961,0.014623811,0.005088779,0.0,8,,,,0.16618338,,,,0.005813,0.006078,,0.0,,,-0.012746543,,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
QAT,2000,-0.002770223,-0.007330506,-0.002361953,-0.00105531,-0.007148936,0.0,8,0.056255218,0.06440889,0.040040355,0.16520521,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000487961,0.000487961,-0.00765264,0.061128583,,0.0031387220883977904,0.0008722564254143649,-0.0027413969281767955,-0.0008376539889502758,0.0002903074143646408
