country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,trans_outp,gross output,trans_outp_p,avgs1,avgs2,avgs6,avgs10,avgs19
ERI,2002,0.001316068,-0.000495424,0.000981372,0.000307647,0.000778935,0.0,8,,,,0.17138055,0.0015,,0.006524,0.004253,0.00653,,0.0,,,0.005836621,,0.0,73.36673298,178.3343482,0.4113999,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
ESP,2002,-0.001400283,-0.000636987,-0.000727614,-0.001928787,-0.000679988,0.0,8,0.025335552,0.1060044,0.043867487,0.16241564,0.01,0.030726934,0.004165,0.004514,0.004132,0.0,0.0,1.63e-05,1.63e-05,-0.002671287,-0.001540547,0.0,68191.73349,207472.5374,0.328678361,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
EST,2002,-0.005225589,-0.004751263,-0.010998806,-0.01248876,-0.001170908,0.0,8,0.07977214,0.0721533,0.034492347,0.16241564,0.0095,,0.005062,0.004985,0.004944,0.0,0.0,-7.22e-05,-7.22e-05,-0.002671287,0.04274353,0.0,1918.755896,3680.945274,0.521267162,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
ETH,2002,0.000700112,-0.007554555,-0.034677839,-0.059096398,-0.006843996,0.0,8,,,,0.17138055,0.0055,0.042541932,0.007235,0.006249,0.008072999,0.0,0.0,,,0.005836621,,0.0,23.09607072,168.4159278,0.137137093,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
FIN,2002,-0.001447023,-0.00097855,-0.002960234,-0.003663495,-0.001616912,0.0,8,0.013622745,0.08555074,0.02836492,0.16241564,0.01,-0.017719569,0.001315,0.002531,0.001412,0.0,0.0,2.45e-05,2.45e-05,-0.002671287,-0.014832488,0.0,14363.81425,49318.50132,0.29124596,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
FJI,2002,-0.002766757,-0.000933035,-0.000720736,-5.69e-06,-0.000456106,0.0,8,,,,0.17138098,0.0075,-0.009162908,0.005479,0.005682,0.005479,0.01,0.0,,,0.005798817,,0.0,201.6324005,645.1597914,0.312530947,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GAB,2002,-0.001375491,-0.001649988,-0.00315107,-0.000245989,-0.001997901,0.0,8,-0.024045171,0.07170445,0.016187768,0.17138055,0.003,-0.026592601,0.00769,0.006674,0.007821,0.0,0.0,0.000243388,0.00024339,0.005836621,-0.031654067,0.0,545.3198201,1297.482522,0.420290687,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GBR,2002,-0.000724088,-0.001747379,-0.001576293,-0.001328715,-0.000724782,0.0,8,0.017274411,0.11000639,0.055133972,0.16241564,0.01,-0.002231435,0.001211,0.006944,0.000532,0.01,0.0,3.16e-05,3.16e-05,-0.002671287,-0.001839807,0.0,161369.4878,316626.6278,0.509652296,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GEO,2002,0.002012827,0.003437157,0.002447743,0.001030444,0.002342492,0.0,8,0.058973175,0.08461333,0.042171326,0.16952968,0.0075,0.041075896,0.004923,0.006543,0.004749,0.0,0.0,-3.76e-05,-3.76e-05,0.009055123,0.0577149,0.0,541.3574458,1745.696695,0.310109681,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GHA,2002,-0.005062505,-0.004743693,-0.004434013,4.5e-06,-0.00290244,0.0,8,0.021614157,0.09934943,0.044927854,0.17138055,0.008,-0.095670156,0.006733,0.007987,0.006731,0.01,0.0,0.000226513,0.000226516,0.005836621,0.013825358,0.0,672.3517932,1885.43428,0.356603145,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GIN,2002,-0.000891698,-0.001347984,0.000379035,-6.25e-05,-0.000825902,0.0,8,0.010178342,0.090502076,0.03545457,0.17138055,0.0045,0.011631508,0.007389,0.002649,0.007725,0.0,0.0,0.000122078,0.000122074,0.005836621,-0.00273435,0.0,299.1374893,689.9987732,0.433533364,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GMB,2002,0.006005345,-0.000423412,0.00049332,-0.000503356,-0.000356136,0.0,8,-0.061620444,0.07284661,0.049820755,0.17138055,0.0025,-0.095670156,0.007864,0.00097,0.008076,0.01,0.0,0.000314288,0.000314288,0.005836621,-0.07292329,0.0,41.20122939,122.4191528,0.336558688,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GRC,2002,-0.002169243,-0.001610883,-0.001065562,-0.001684467,-0.000703065,0.0,8,0.036986463,0.09268974,0.043953042,0.16241564,0.01,0.0308191,0.001576,0.00153,0.0003,0.0,0.0,2.11e-05,2.11e-05,-0.002671287,0.008479359,0.0,10985.16654,28944.1005,0.379530417,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GRL,2002,-0.000317041,0.004240116,-0.000887327,-0.01513114,-0.000392587,0.0,8,,,,0.16907594,,,,0.004592,0.002188,0.0,0.0,,,0.008866578,,0.0,263.0407816,449.6379772,0.585005704,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GTM,2002,-0.004188504,-0.000833097,-0.00151039,-0.000136284,-0.000121533,0.0,8,0.002676656,0.09350711,0.04664606,0.1710447,0.009,0.037400477,0.005122,0.003753,0.004586,0.0,0.0,0.000195697,0.000195697,0.006218895,-0.013147973,0.0,1628.148094,4728.920853,0.344295907,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
GUY,2002,0.000517228,0.000877907,0.000166483,2.8e-06,0.000121319,0.0,8,,,,0.1710447,0.008,0.008329091,0.006195,0.007875999,0.000688,0.01,0.0,,,0.006218895,,0.0,11038.28465,27611.41716,0.399772478,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
HKG,2002,-8.7e-05,-1.38e-05,0.001709547,0.001385871,0.000178111,0.0,8,0.011482662,0.08819144,0.08778002,0.16952968,,-0.095670156,0.00062,0.004191,0.002128,0.01,0.0,7.29e-05,7.29e-05,0.009055123,-0.03614091,0.0,15804.82803,22774.48322,0.693970874,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
HND,2002,-0.000720978,-5.49e-05,-0.000387687,-7.45e-05,0.000517973,0.0,8,0.001956269,0.08806473,0.04088957,0.1710447,0.0085,0.03966511,0.001867,0.002357,0.000553,0.0,0.0,0.000249103,0.000249103,0.006218895,-0.004126617,0.0,717.152382,2556.210792,0.280552912,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
HRV,2002,-0.001302517,-0.003174055,-0.00389823,-0.000785774,-0.001972421,0.0,8,0.04216083,0.08407606,0.043748885,0.16241564,0.009,,0.00369,0.004447,0.000763,,0.0,9.4e-05,9.4e-05,-0.002671287,0.015010107,0.0,2185.408505,6660.318623,0.328123717,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
HTI,2002,0.000874473,0.001431509,0.000450934,4.86e-05,0.000314744,0.0,8,-0.023504235,0.089777775,0.05661412,0.1710447,0.004,0.027343675,0.00095,0.004704,,0.0,0.0,0.000182092,0.000182088,0.006218895,-0.017829083,0.0,258.1344902,644.9385883,0.40024662,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
HUN,2002,-0.005426298,-0.011065452,-0.005395995,-0.002045632,-0.007644429,0.0,8,0.046414714,0.09218637,0.0469316,0.16241564,0.01,-0.095670156,0.001522,0.005244,0.000297,0.0,0.0,-2.59e-05,-2.59e-05,-0.002671287,0.02097348,0.0,6326.548759,23265.81971,0.271924602,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
IDN,2002,-0.00465388,-0.001527148,-0.006390338,-0.002117021,-0.003671581,0.0,8,0.029140359,0.122572795,0.047471553,0.16952968,0.008,0.023513753,0.007351,0.00234,0.00768,0.0,1.0,0.000129439,0.000129435,0.009055123,0.002804603,0.0,18142.88932,91448.30936,0.198395022,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
IND,2002,0.000921697,0.000501539,0.000727282,8.66e-05,0.000262276,,8,0.01762911,0.13854434,0.058570433,0.16952968,0.0095,0.025572272,0.004182,0.00326,0.008069,0.01,0.0,0.000171945,0.000171945,0.009055123,-0.001057254,0.0,80521.75334,245469.4762,0.328031634,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
IRL,2002,-0.003714016,-0.003378594,0.004935949,-0.003715422,-0.002801587,0.0,8,0.053865995,0.08263373,0.040308617,0.16241564,0.01,-0.095670156,0.001206,0.00155,0.000312,0.01,0.0,0.000114411,0.000114415,-0.002671287,0.023999257,0.0,9892.461455,30137.24333,0.328247058,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
IRN,2002,0.000507568,6.89e-05,-0.000320114,0.000411355,0.001016452,0.0,8,0.041870426,0.110657305,0.036657207,0.16952968,0.0065,0.0364545,0.006684,0.001152,0.007462001,0.0,1.0,3e-05,3e-05,0.009055123,0.01338049,0.0,26309.11973,58720.26327,0.448041583,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
IRQ,2002,-0.001229804,-0.000292503,-0.003822892,-0.000112218,-0.000879429,0.0,8,0.040108286,0.100858845,0.04017084,0.16952968,0.0005,0.017917594,0.003689,0.004844,0.003694,0.0,1.0,0.00028304,0.000283044,0.009055123,0.03301808,0.0,1565.505529,4586.723707,0.341312368,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
ISL,2002,-0.002243584,-0.001716755,0.00068623,0.00055401,-0.003873197,0.0,8,,,,0.16241564,,0.026173959,0.000798,0.001913,0.00082,0.0,0.0,,,-0.002671287,,0.0,808.8237367,2156.827844,0.375006164,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
ISR,2002,0.002383039,0.000989964,5.14e-05,-1.4e-05,0.001216433,0.0,8,-0.024446018,0.087592825,0.05747185,0.16952968,0.01,0.005306283,0.003436,0.003469,0.005525,0.01,0.0,0.000187308,0.000187311,0.009055123,-0.057639144,0.0,10492.53548,19817.45265,0.529459344,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
ITA,2002,-0.00142746,-0.001034591,-0.001288782,-0.002685852,-0.000828376,0.0,8,0.002018707,0.10966939,0.052832913,0.16241564,0.01,0.031000923,0.001145,0.003027,0.001147,0.0,0.0,1.42e-05,1.42e-05,-0.002671287,-0.023610337,0.0,139234.9892,321077.4065,0.433649289,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
JAM,2002,-0.001840946,-0.001600482,0.000176331,0.000154346,-0.002298487,0.0,8,0.000996864,0.07887831,0.055054188,0.1710447,0.0095,0.010296194,0.004129,0.00616,0.001098,0.01,0.0,9.19e-05,9.19e-05,0.006218895,-0.018703327,0.0,956.0362553,2330.763836,0.410181521,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
JOR,2002,8.48e-05,0.00020575,8.9e-05,-0.000145264,0.000919604,0.0,8,0.027275756,0.08576871,0.040553972,0.16952968,0.004,0.026532419,0.005926,0.000659,0.000396,0.0,0.0,0.000294633,0.000294629,0.009055123,0.003149785,0.0,813.2345591,2660.500034,0.305669817,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
JPN,2002,0.000187726,0.000275708,0.000743081,0.000790973,0.000800788,0.0,8,0.000923528,0.11753414,0.058271706,0.16952968,0.01,0.026878474,0.000119,0.005406,0.000178,0.0,0.0,1.69e-05,1.69e-05,0.009055123,-0.03352727,0.0,362630.0827,903420.2085,0.401396913,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
KAZ,2002,0.001058899,0.001031988,0.002427833,0.002537902,-0.003350465,0.0,8,0.09618126,0.09620941,0.017311817,0.16952968,0.002,,0.006171,0.005898,0.006621,0.0,0.0,1.66e-05,1.66e-05,0.009055123,0.06996411,-0.333333333,4952.579274,15625.91251,0.316946564,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
KEN,2002,0.002277379,0.000897591,0.000845946,0.000540162,0.000287213,0.0,8,-0.015923787,0.10378333,0.040340133,0.17138055,0.009,0.03269569,0.008588,0.007765,0.00886,0.01,0.0,0.000270017,0.000270013,0.005836621,-0.025859904,1.25,2257.236363,6711.409545,0.336328211,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
KGZ,2002,-4.2e-06,-0.027584298,-0.001379387,-0.000445582,0.00052173,0.0,8,-0.011662234,0.08508992,0.032551497,0.16952968,0.0035,,0.006752,0.00447,0.005949,0.0,0.0,0.000117302,0.000117309,0.009055123,-0.002207059,0.0,135.8521028,1230.357831,0.110416742,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
KHM,2002,0.001058362,0.000525068,0.00170898,-1.55e-06,0.000231047,0.0,8,0.03640671,0.09460944,0.042875096,0.16952968,0.006,0.0,0.002105,0.000965,0.002104,0.0,0.0,0.00017786,0.00017786,0.009055123,0.00444302,0.0,399.8023354,1042.749338,0.383411737,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
KOR,2002,-0.000210026,-0.000207505,-0.001064304,-0.002465952,-0.001643868,0.0,8,0.05461292,0.10767163,0.061802592,0.16952968,0.009,0.021860512,2e-05,0.006604,2.1e-05,0.0,0.0,5.48e-05,5.48e-05,0.009055123,0.014069844,0.0,48387.1514,182202.4164,0.26556811,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
KWT,2002,-0.000354326,-0.000857763,-0.002287064,-0.002012572,-0.008298139,0.0,8,-0.003958502,0.076551825,0.047748614,0.16952968,0.0015,-0.095670156,0.006604,0.006745,0.003444,0.0,1.0,0.000335164,0.000335168,0.009055123,0.00323138,0.0,3253.985735,4161.947128,0.781842161,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LAO,2002,0.003951218,0.001348757,-0.001878157,0.000749898,-0.000595307,0.0,8,0.032609783,0.08661737,0.03220186,0.16952968,0.0015,0.03577948,0.005139,0.005453,0.006382,0.0,0.0,0.00024759,0.000247594,0.009055123,0.015071033,0.0,120.3961568,411.2607083,0.29274899,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LBN,2002,0.000950515,0.000527859,0.000870031,0.0001819,0.000176016,0.0,8,0.018903174,0.08210882,0.05885557,0.16952968,,0.04044804,0.001314,0.007886,0.001312,0.0,0.0,0.000137292,0.000137288,0.009055123,0.005042408,0.0,1131.637202,2947.518119,0.383928837,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LBR,2002,-0.009110882,0.002283334,2.72e-05,-0.028506883,-0.009039087,0.0,8,0.030060353,0.079431154,0.033754393,0.17138055,0.005,-0.005108256,0.009084,0.004883,0.009038,0.01,0.0,0.000203662,0.000203662,0.005836621,0.03231477,0.0,88.58270644,322.3129761,0.27483444,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LBY,2002,0.00329148,0.003621128,0.004693166,0.000689834,0.01495349,0.0,8,-0.010206239,0.0858832,0.011155119,0.17138055,0.0015,,0.00792,0.00057,0.000758,0.0,1.0,0.000241287,0.000241285,0.005836621,-0.038628146,0.0,2196.171927,4980.883237,0.440920179,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LIE,2002,2.49e-05,0.000520478,5.38e-05,1.73e-05,-6.26e-06,0.0,8,,,,0.16241564,,,0.005726,0.003343,0.002246,,0.0,,,-0.002671287,,0.0,257.4393123,687.3024859,0.374564791,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LKA,2002,-0.000558524,-0.002763557,-0.002044832,-0.000134174,-0.003692403,0.0,8,0.027936924,0.0989697,0.057265904,0.16952968,0.008,0.019878743,0.00415,0.004853,0.004645,0.01,0.0,0.000113271,0.000113267,0.009055123,0.010152401,0.0,1447.61526,3703.668148,0.390859872,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LSO,2002,0.001278986,0.003621973,0.000271108,-9.41e-05,0.003043754,0.0,8,0.03841892,0.07648835,0.042358737,0.17138055,0.009,0.044091552,0.00255,0.007211,0.002543,0.01,0.0,6.27e-05,6.27e-05,0.005836621,0.006718859,0.125,58.4769592,190.0487101,0.307694586,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LTU,2002,-0.000445826,-0.000421577,-0.001839878,-0.003079123,-0.000743048,0.0,8,0.071678855,0.081978776,0.040340103,0.16241564,0.01,,0.003223,0.004141,0.003219,0.0,0.0,-3.44e-05,-3.44e-05,-0.002671287,0.052335344,0.0,1665.565089,3833.686559,0.434455207,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LUX,2002,-0.003534092,-0.000616112,0.001064332,0.002435108,-0.0034,0.0,8,,,,0.16241564,,-0.095670156,0.005302,0.000911,0.00644,0.0,0.0,,,-0.002671287,,0.0,1932.079745,5154.859657,0.374807439,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
LVA,2002,-0.000616173,-0.000475623,-0.00356972,-0.001843303,-0.00098082,0.0,8,0.07219605,0.07757994,0.036055535,0.16241564,0.009,,0.005867,0.005556,0.005795,0.0,0.0,-7.67e-05,-7.67e-05,-0.002671287,0.04296761,0.0,1779.047492,3750.082556,0.474402221,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MAC,2002,0.000189509,0.000305591,0.000708058,0.000242356,0.000490232,0.0,8,,,,0.16952968,,,,0.005511,0.002519,0.0,0.0,,,0.009055123,,0.0,550.1973922,1273.054935,0.432186685,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MAR,2002,-0.004935711,-0.001875298,-0.001034229,-0.000706895,0.000816242,0.0,8,0.014696577,0.1034919,0.04248199,0.17138055,0.002,0.0383298,0.004841,3.5e-05,0.004683,0.0,0.0,0.000169083,0.000169087,0.005836621,-0.001062152,0.0,2870.410385,9446.10075,0.303872514,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MCO,2002,-1.04e-05,0.000765011,-4.15e-05,-4.41e-05,-7.22e-05,0.0,8,,,,0.16241564,,,0.006838,0.003047,0.007305,,0.0,,,-0.002671287,,0.0,206.7057428,529.5047874,0.390375588,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MDA,2002,0.00796,-0.019689659,-0.015640082,-0.014464273,-0.006173475,0.0,8,0.08071529,0.08381832,0.04874144,0.16241564,0.009,-0.095670156,0.005535,0.005603,0.005533001,0.0,0.0,-2.52e-05,-2.52e-05,-0.002671287,0.103001386,0.0,2.247036327,10.05441503,0.223487525,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MDG,2002,-0.010660302,-0.007596879,-0.008858528,-0.000468194,-0.008205315,0.0,8,-0.15301025,0.09724713,0.03359033,0.17138055,0.0085,0.034904286,0.008791001,0.005191,0.000204,0.0,0.0,0.000302918,0.000302918,0.005836621,-0.14923392,0.0,419.6856282,1347.706942,0.311407187,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MDV,2002,0.000993204,-0.000595758,0.000248206,-0.000120704,0.000337691,0.0,8,,,,0.16952968,,,,,,0.01,0.0,,,0.009055123,,0.0,71.08809772,195.4336587,0.363745417,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MEX,2002,-0.000143965,-0.00022551,-0.000289601,-0.000393421,-1.76e-05,0.0,8,-0.004444918,0.11537422,0.0397576,0.1710447,0.009,0.03440418,0.005418,0.001796,0.001511,0.0,0.0,0.000121042,0.000121046,0.006218895,-0.02360953,0.0,79582.77087,197576.7758,0.402794157,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MKD,2002,-0.000967886,-0.001963271,-0.001184331,-0.008083184,-0.001574737,0.0,8,0.005753578,0.0761601,0.04402911,0.16241564,0.0095,,0.005023,0.005899,0.005021,,0.0,3.22e-05,3.22e-05,-0.002671287,-0.000493256,0.1875,540.0759549,1741.18013,0.310178106,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MLI,2002,0.004131431,0.00080778,0.000517207,9.88e-05,0.000951185,0.0,8,0.01772804,0.09263871,0.02157265,0.17138055,0.0085,-0.009162908,0.006906,0.00182,0.008388001,0.0,0.0,0.000245355,0.000245357,0.005836621,0.000602294,0.0625,278.5327553,707.698042,0.393575704,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MLT,2002,0.000590331,0.000463046,0.001157321,0.000169178,0.000671772,0.0,8,,,,0.16241564,,-0.095670156,0.000414,0.001223,0.000907,0.0,0.0,,,-0.002671287,,0.0,497.3645827,885.3333828,0.561782253,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MMR,2002,-0.013499186,-0.013109966,-0.023640832,-0.002163665,-0.007547958,0.0,8,0.108973354,0.10718808,0.04229999,0.16952968,0.0015,0.035723455,0.005062,0.001974,0.005072,0.0,0.0,9.89e-05,9.89e-05,0.009055123,0.07136321,0.0,634.1934492,3338.1043,0.18998611,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MNG,2002,0.00339438,-0.00110578,0.00083728,0.000352154,-0.009288331,0.0,8,-0.014604488,0.079173736,0.005683157,0.16952968,0.01,0.035918176,0.003682,0.000799,0.003734,0.0,0.0,0.000147127,0.000147122,0.009055123,-0.029643264,0.0,194.9607053,475.1892425,0.410280132,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MOZ,2002,-0.00352383,-0.005497646,0.000790689,-0.000514332,-0.001589234,0.0,8,0.050233845,0.09851097,0.031865735,0.17138055,0.0075,0.008754687,0.006932,0.006759,0.008125,0.0,0.0,0.000223786,0.000223782,0.005836621,0.037574366,0.0,356.3176402,872.850393,0.408223039,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MRT,2002,-0.001698608,-0.001868935,0.000494251,0.00016257,0.001585893,0.0,8,0.014834417,0.0787544,0.00937738,0.17138055,0.002,-0.095670156,0.00615,0.000149,0.00326,0.0,0.0,0.000254184,0.000254182,0.005836621,-0.00453772,0.0,105.0963418,352.0665937,0.298512678,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MUS,2002,0.00022384,0.02186906,-0.00056569,0.004579741,0.001249461,0.0,8,0.023953615,0.07098037,0.06390001,0.17138055,0.01,-0.095670156,0.004634,0.006385,0.004547,0.0,0.0,9.73e-05,9.73e-05,0.005836621,-0.008202078,0.0,736.4715422,1224.434239,0.60147905,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MWI,2002,-0.005478005,-0.005889452,-0.001108041,-0.000138296,-0.002341784,0.0,8,-0.002243877,0.09401717,0.04857571,0.17138055,0.007,0.021747518,0.006744,0.008192,0.006023,0.01,0.0,0.000230588,0.000230584,0.005836621,-0.017839946,0.0,221.6814229,655.4927778,0.338190489,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
MYS,2002,-0.000205659,-6.46e-06,-0.0009051,3.42e-05,7.15e-05,0.0,8,0.021233534,0.10028975,0.042342857,0.16952968,0.0065,0.026878474,0.00588,0.006657,0.00597,0.01,0.0,0.000193201,0.000193197,0.009055123,-0.014808184,0.0,11531.84417,41619.89579,0.277075277,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NAM,2002,0.001269579,0.003891671,0.001412639,0.000403791,0.001775726,0.0,8,0.011759276,0.075810425,0.008651527,0.17138055,0.008,0.023887627,0.006329,0.006626,0.007005,0.01,0.0,0.000131294,0.000131293,0.005836621,-0.00188211,0.0,237.3719058,741.4464157,0.320147081,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NCL,2002,-0.000497327,-0.00022706,0.000130542,0.000119285,-0.000696128,0.0,8,,,,0.17138098,,,,0.005462,0.006633,0.0,0.0,,,0.005798817,,0.0,295.3326408,691.8748718,0.426858458,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NER,2002,-0.003059667,-0.001586003,-0.001065554,-0.000286343,-0.004229874,0.0,8,-0.007436227,0.09375183,0.022310127,0.17138055,0.0075,0.007419373,0.006518,0.002013,0.006519,0.0,0.0,0.000371397,0.000371397,0.005836621,-0.005800199,0.0,120.8311009,328.5396515,0.367782398,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NGA,2002,-0.006414946,-0.000651818,-0.002001955,-7.85e-05,-0.00227539,0.0,8,-0.007453136,0.11766516,0.049522273,0.17138055,0.007,0.008754687,0.008505,0.007421,0.008503,0.01,1.0,0.000223644,0.000223644,0.005836621,-0.02185707,0.0,2878.008224,9647.078475,0.298329513,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
