country,t,s1,s2,s6,s10,s19,onset2COWCS,decade,ecgrowth,logpop_M,logpopdens,logoutreg,democracy,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,opec,logpop_M_diff,logpopdens_diff,logoutreg_diff,ecgrowth_demeaned,democracy_diff,trans_outp,gross output,trans_outp_p,avgs1,avgs2,avgs6,avgs10,avgs19
NIC,2002,0.000822583,0.000778861,0.000742749,6.22e-05,0.000708103,0.0,8,-0.014566213,0.08546752,0.03757146,0.1710447,0.009,0.022300145,0.004844,0.00429,0.000473,0.0,0.0,0.00020995,0.000209957,0.006218895,-0.01905058,0.0,324.151618,1113.753214,0.291044384,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NLD,2002,-0.00309734,-0.002686741,-0.001834741,-0.003149795,-0.001995676,0.0,8,-0.005908805,0.096879914,0.061650783,0.16241564,0.01,-0.095670156,0.001054,0.007222,0.005143,0.0,0.0,6.56e-05,6.56e-05,-0.002671287,-0.02788261,0.0,34571.58187,103535.4264,0.333910653,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NOR,2002,-0.001805118,-0.001553092,-0.003453934,-0.003924707,-0.000867423,0.0,8,0.010419247,0.084197104,0.02691424,0.16241564,0.01,0.033809945,0.000586,0.002048,0.000673,0.0,0.0,4.51e-05,4.51e-05,-0.002671287,-0.018212665,0.0,29045.47785,53573.46378,0.542161656,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NPL,2002,-0.000171115,0.000147017,-0.000961415,1.7e-05,-0.000526147,0.0,8,-0.021517586,0.10158713,0.051946033,0.16952968,0.002,0.043000028,0.006632,0.001417,0.007167,0.01,0.0,0.000187472,0.000187464,0.009055123,-0.036211163,-0.75,513.1264484,1374.046203,0.373441917,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
NZL,2002,-0.002245345,-0.000537133,-0.001457067,-0.000670188,-0.000793127,0.0,8,0.029684061,0.08268219,0.026771536,0.17138098,0.01,0.033428617,0.003969,0.00811,0.001657,0.01,0.0,0.000155129,0.000155123,0.005798817,0.012426423,0.0,6483.032242,24306.86773,0.26671607,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
OMN,2002,-0.002071366,-0.0053736,-0.000670792,-0.000164976,-8.87e-05,0.0,8,-0.008580828,0.07906449,0.025476947,0.16952968,0.001,0.010296194,0.004373,0.004322,0.003567,0.0,0.0,0.000342429,0.000342427,0.009055123,-0.06118764,1.0,1235.048154,2910.03407,0.424410204,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PAK,2002,-0.000574119,-0.000790152,-0.000164195,-5.51e-05,-0.000333037,0.0,8,0.01153435,0.11941265,0.05283614,0.16952968,0.0025,0.037612002,0.007098,0.003848,0.00719,0.01,0.0,0.000202142,0.000202145,0.009055123,-0.010533035,0.25,5677.701732,14354.81663,0.395525898,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PAN,2002,0.00014166,-0.000380119,-0.000393732,-0.000469126,-0.000181756,0.0,8,0.004950579,0.08007367,0.036767654,0.1710447,0.0095,0.024849067,0.005528,0.003338,0.003873,0.0,0.0,0.000171289,0.000171289,0.006218895,-0.014333865,0.0,861.8650667,2490.36759,0.346079458,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PER,2002,0.000177271,6.1e-05,3.15e-05,2.92e-05,0.000166051,0.0,8,0.033892374,0.10199212,0.030445969,0.1710447,0.0095,0.03862833,0.006566,0.001988,0.003358,0.0,0.0,0.000148788,0.000148784,0.006218895,0.018365331,0.0,7456.520174,17913.50038,0.416251431,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PHL,2002,-0.000286333,-0.000204969,-0.001361639,-0.001735107,-0.001079819,0.0,8,0.02081528,0.11349658,0.056519944,0.16952968,0.009,0.03058707,0.002385,0.003056,0.00836,0.0,0.0,0.000219144,0.000219151,0.009055123,-0.002132386,0.0,6318.963307,26882.19665,0.235061271,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PNG,2002,-0.000574296,0.000384212,0.000254202,-2.03e-05,-0.000141032,0.0,8,,,,0.17138098,0.007,0.035723455,0.002718,0.005523,0.003526,0.01,0.0,,,0.005798817,,0.0,277.449892,1054.152721,0.263197055,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
POL,2002,-0.00024274,7.5e-05,-0.001031518,-0.003483944,-0.000432884,0.0,8,0.014914142,0.1056168,0.04843124,0.16241564,0.01,-0.002231435,0.001183,0.001712,0.000468,0.0,0.0,-4.57e-06,-4.57e-06,-0.002671287,-0.00811962,0.052631579,19036.72033,63957.7051,0.297645456,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PRK,2002,0.002206508,0.001354986,0.002021208,0.000627224,8.53e-05,0.0,8,-0.010013101,0.099856265,0.05194724,0.16952968,0.0005,,0.000392,0.004891,2.8e-05,0.0,0.0,0.000100635,0.000100635,0.009055123,-0.018287063,0.0,594.6717408,1950.967486,0.304808637,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PRT,2002,-0.001582971,-0.001578748,-0.005923905,-0.004723713,-0.002331686,0.0,8,0.00331791,0.09252812,0.047315564,0.16241564,0.01,0.01757858,0.000468,0.001438,0.000198,0.0,0.0,4.53e-05,4.53e-05,-0.002671287,-0.026511762,0.0,8368.339149,30370.48538,0.275541831,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PRY,2002,0.003427084,0.001753778,0.003134085,0.000590118,0.00334156,0.0,8,-0.026034,0.08681011,0.026963197,0.1710447,0.0085,0.000953102,0.001689,0.002123,0.005975,0.0,0.0,0.000257969,0.000257969,0.006218895,-0.035085008,0.0,721.8275027,3761.880334,0.191879443,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
PYF,2002,-0.000755762,-0.003110534,-0.000631839,-0.000232596,-0.000636448,0.0,8,,,,0.17138098,,,,0.005813,0.006078,,0.0,,,0.005798817,,0.0,327.2780804,832.8929787,0.392941337,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
QAT,2002,-0.000214194,0.000147524,0.00041477,0.000515805,0.001380463,0.0,8,-0.017196557,0.06539199,0.041023448,0.16952968,0.0,-0.095670156,0.007456,0.00095,0.0048,0.0,1.0,0.000487044,0.000487041,0.009055123,-0.012323192,,1304.369904,2736.998334,0.476569491,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
RUS,2002,-0.00057181,-0.000582935,-0.003367025,-0.006908014,-0.00237189,,8,0.052964758,0.118856125,0.02144891,0.16241564,0.008,0.026532419,0.002452,0.004398,0.002485,0.0,0.0,-5.68e-05,-5.68e-05,-0.002671287,0.041073993,0.0,45294.82726,95085.19293,0.476360471,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
RWA,2002,0.001253987,0.000982222,0.000284757,1.79e-05,0.000539604,0.0,8,0.06636113,0.09069486,0.058526922,0.17138055,0.003,0.04295924,0.003238,0.005066,,0.0,0.0,0.000255257,0.000255257,0.005836621,0.05023643,0.0,157.3397233,384.7496056,0.408940571,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SAU,2002,-0.002527274,-0.001515821,-0.001709883,-0.000492754,0.003745893,0.0,8,-0.026268454,0.101061076,0.024330284,0.16952968,0.0,0.02442347,0.0018,0.00127,0.000949,0.01,1.0,0.000276193,0.000276193,0.009055123,-0.051426806,,15541.65484,37257.07041,0.417146455,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SEN,2002,0.007289501,0.001291874,0.000952601,0.00025165,0.000100593,0.0,8,-0.016708031,0.09331673,0.04074177,0.17138055,0.009,-0.095670156,0.006939,0.001497,0.006961,0.0,0.0,0.000278234,0.000278234,0.005836621,-0.019927558,0.0,571.6404906,1552.055416,0.368311907,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SGP,2002,0.00092084,0.000996674,0.001903113,-0.000211362,0.001261016,0.0,8,0.002630018,0.0834231,0.0872401,0.16952968,0.004,-0.095670156,0.003857,0.006561,0.003835,0.01,0.0,0.000186466,0.000186466,0.009055123,-0.042988036,0.0,22721.88269,30583.6737,0.742941574,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SLE,2002,-0.007197373,-0.006591735,-0.005476748,-0.001335159,-0.003970996,0.0,8,0.20876169,0.085877396,0.043163653,0.17138055,0.0075,0.005306283,0.008191001,0.005395,0.007634,0.01,0.0,0.000532821,0.000532821,0.005836621,0.20564489,0.25,111.8788732,346.8722485,0.322536247,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SLV,2002,-0.000496335,-0.000740731,0.000356892,2.84e-05,0.000144091,0.0,8,0.003643003,0.08757469,0.0572637,0.1710447,0.0085,0.023321439,0.001978,0.003559,,0.0,0.0,0.000184134,0.000184134,0.006218895,-0.010843946,0.0,972.0805858,2732.370563,0.355764551,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SMR,2002,0.000413209,0.011299288,0.000141954,-2.64e-05,0.000371636,0.0,8,,,,0.16241564,,,0.002927,0.001975,,,0.0,,,-0.002671287,,0.0,75.53606609,190.491946,0.396531547,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SOM,2002,0.001245607,0.001232525,0.000523621,0.000139401,0.000598272,0.0,8,0.015075332,0.0897421,0.025327263,0.17138055,0.005,0.025336968,0.008117,2.8e-05,0.000326,0.01,0.0,0.000347905,0.000347909,0.005836621,0.013379361,0.0,142.9869697,326.614334,0.437785347,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
STP,2002,0.002204906,0.001707398,-0.000271711,-0.00051181,0.001915431,0.0,8,0.016020559,0.05138653,0.051376536,0.17138055,,,,0.001866,0.002322,0.0,0.0,0.000319626,0.000319626,0.005836621,0.003204677,0.0,8.01421896,27.01940511,0.296609749,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SUR,2002,0.005764679,0.001405705,-0.000750161,0.000213762,-0.002131773,0.0,8,,,,0.1710447,,0.014816046,0.007332,0.00791,0.00331,0.0,0.0,,,0.006218895,,0.0,115.1099961,317.2360038,0.362852875,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SVK,2002,-0.001278145,-0.000216432,-0.003527134,-0.003063751,7.83e-07,0.0,8,0.039722174,0.08596014,0.047082838,0.16241564,0.0095,,0.002539,0.005655,0.002551,,0.0,9.93e-06,9.93e-06,-0.002671287,0.008850202,0.0,4568.124518,14016.72475,0.325905274,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SVN,2002,-0.001189891,-0.001291341,-0.005300128,-0.006394607,-0.001992821,0.0,8,0.03283672,0.076066345,0.046033807,0.16241564,0.01,,0.002216,0.002868,0.002201,,0.0,1.58e-06,1.58e-06,-0.002671287,-0.004150566,0.0,2124.741655,6944.481354,0.305961172,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SWE,2002,-3.1e-05,0.002765611,-0.001116817,-0.000491928,0.000149832,0.0,8,0.022542324,0.09099855,0.03081423,0.16241564,0.01,0.009555114,0.0006,0.002342,0.001968,0.0,0.0,1.56e-05,1.56e-05,-0.002671287,0.003283011,0.0,32997.77384,88276.99587,0.373798106,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SWZ,2002,0.006325684,0.005387835,0.003442239,0.000549178,0.002133382,0.0,8,0.020161211,0.07030211,0.04185127,0.17138055,0.0005,0.027212955,0.000582,0.004444,0.001722,0.01,0.0,7.61e-05,7.61e-05,0.005836621,-0.00686691,0.0,168.677205,418.5506072,0.403003131,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SYC,2002,0.006541061,0.014885104,0.001762585,0.000467411,0.002576617,0.0,8,0.00029253,0.043959912,0.05183449,0.17138055,,-0.095670156,0.002025,0.002323,0.001606,0.0,0.0,0.000118043,0.000118043,0.005836621,-0.02109509,0.0,85.19562925,196.1325993,0.43437771,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
SYR,2002,-0.000529666,-0.000169681,0.001167889,0.00016434,0.001359294,0.0,8,0.0326431,0.09750093,0.04534885,0.16952968,0.0015,0.01686399,0.005399,0.00431,0.001817,0.0,0.0,0.000252053,0.000252049,0.009055123,0.007590672,0.0,1656.781893,6733.004838,0.246068722,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TCD,2002,-0.005805622,-0.006456169,-0.000544718,-0.000293823,-0.001187666,0.0,8,0.06555282,0.090402864,0.019020546,0.17138055,0.004,0.021400662,0.00862,0.006411,0.008635,0.0,0.0,0.00030911,0.000309113,0.005836621,0.05601083,0.0,156.0243578,428.7979424,0.363864521,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TGO,2002,-0.001553334,-0.001685759,-0.000448984,-7.79e-05,-0.000513388,0.0,8,0.016812915,0.085126586,0.045165703,0.17138055,0.004,-0.095670156,0.007099,0.006596,0.00898,0.0,0.0,0.00027331,0.000273306,0.005836621,0.014444138,0.0,121.1506627,301.8974556,0.401297396,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
THA,2002,-0.001963073,-0.000513166,-0.003002828,-0.001959684,-0.002889357,0.0,8,0.045434862,0.11047818,0.048099425,0.16952968,0.0095,0.01686399,0.006338,0.000994,0.006344,0.01,0.0,7.55e-05,7.55e-05,0.009055123,0.003024433,0.0,17245.41342,51964.31086,0.331870338,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TJK,2002,-0.001137337,0.001229966,0.001954751,0.000564237,0.000994487,0.0,8,0.07582224,0.08772145,0.038114008,0.16952968,0.0045,0.043944493,0.005107,0.003386,0.005473,0.0,0.0,0.000176691,0.000176691,0.009055123,0.10346322,0.0,126.9909734,381.7663853,0.332640532,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TKM,2002,0.001472231,0.00048649,-0.000780258,-0.000238702,0.000362251,0.0,8,0.004887875,0.08412499,0.022219788,0.16952968,0.0005,,0.003918,0.002327,0.003984,0.0,0.0,0.00012964,0.00012964,0.009055123,-0.010852065,0.0,465.5249734,1300.797329,0.357876637,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TTO,2002,0.000773729,0.002278939,0.000802723,0.000276179,0.000812123,0.0,8,0.03452649,0.07127694,0.05492978,0.1710447,0.01,-0.095670156,0.006475,0.007936,0.001251,0.01,0.0,-2.4e-05,-2.4e-05,0.006218895,0.002575301,0.0,1195.345407,2563.291181,0.466332275,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TUN,2002,0.001801811,0.000205596,-0.000635677,-0.000370277,0.001482166,0.0,8,0.006264659,0.0918753,0.041417845,0.17138055,0.003,0.010296194,0.000394,0.000104,0.000124,0.0,0.0,0.000106253,0.000106249,0.005836621,-0.024395186,-0.142857143,1836.610249,5670.814586,0.323870622,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TUR,2002,-0.002561292,-0.000524128,-0.000991227,-0.005286008,-0.000940192,0.0,8,0.062318653,0.111487806,0.045014035,0.16952968,0.0085,0.042668965,0.0032,4.9e-05,0.002216,0.0,0.0,0.000155807,0.00015581,0.009055123,0.034837373,0.0,30361.6998,64151.43934,0.473281662,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TWN,2002,4.31e-05,0.000137841,1.43e-05,-0.000248763,0.000231254,0.0,8,0.030606113,0.10019074,0.06545246,0.16952968,0.0095,0.038416006,0.002744,0.006845,0.005028,,0.0,5.13e-05,5.13e-05,0.009055123,-0.010677904,0.0,23156.00086,55500.00182,0.417225227,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
TZA,2002,7.91e-06,-0.000533368,-6.14e-05,-1.82e-05,-7.37e-05,0.0,8,0.04728456,0.1047399,0.03687231,0.17138055,0.0045,0.030773124,0.007353,0.006334,0.008983,0.01,0.0,0.000233278,0.000233278,0.005836621,0.037031796,0.0,780.5781576,2224.6697,0.350873731,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
UGA,2002,-0.000301784,-0.000932639,-0.000174337,-6.18e-05,-0.000345895,,8,0.035315495,0.1014524,0.048483737,0.17138055,0.003,0.022407096,0.009302,0.006332,0.009227,0.01,0.0,0.000310868,0.000310864,0.005836621,0.027735213,0.0,494.5730833,1319.5931,0.374792111,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
UKR,2002,-0.000794215,-0.000730563,-0.005191393,-0.003563228,-0.00973262,0.0,8,0.06187269,0.10780143,0.043770656,0.16241564,0.008,,0.004737,0.006157,0.004741,0.0,0.0,-9.34e-05,-9.34e-05,-0.002671287,0.067082204,0.0,4971.555694,24100.45863,0.206284692,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
URY,2002,0.006810604,0.005034082,0.004642989,0.009110401,0.00422385,0.0,8,-0.115294434,0.081220746,0.029652053,0.1710447,0.01,-0.095670156,0.002504,0.003548,0.000817,0.0,0.0,5.96e-05,5.96e-05,0.006218895,-0.12872364,0.0,1519.440264,4155.267742,0.365666031,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
USA,2002,-0.000364982,0.000634277,-0.000179085,-0.001441837,-0.000148536,0.0,8,0.006986717,0.12568982,0.034461703,0.16907594,0.01,0.031738784,0.004901,0.008241001,0.002514,0.01,0.0,9.04e-05,9.04e-05,0.008866578,-0.014272258,0.0,589383.4645,1839985.738,0.320319583,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
UZB,2002,0.000613093,0.000135751,0.000731304,-0.006655936,0.000791253,0.0,8,0.028861437,0.10154091,0.041010607,0.16952968,0.0005,,0.004125,0.002133,0.00412,0.0,0.0,0.000126891,0.000126891,0.009055123,0.015260913,0.0,827.5566896,4094.472804,0.202115566,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
VEN,2002,0.000515908,0.001247616,0.0011715,0.000353524,0.001893478,0.0,8,-0.10166784,0.100937776,0.033115286,0.1710447,0.008,0.03058707,0.004966,0.00135,0.000686,0.0,1.0,0.000144899,0.000144895,0.006218895,-0.11976679,0.0,10695.34851,29635.82006,0.360892612,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
VGB,2002,0.001122811,4.54e-05,0.000157846,0.00025998,0.001416542,0.0,8,,,,0.1710447,,,,,,,0.0,,,0.006218895,,0.0,64.05067811,161.4501943,0.396720972,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
VNM,2002,-0.001619319,-0.000617248,-0.003422522,-0.000904911,-0.003302895,0.0,8,0.058775403,0.1130107,0.055161376,0.16952968,0.0015,0.029549103,0.002383,0.00508,0.002377,0.0,0.0,0.000112943,0.000112947,0.009055123,0.031384155,0.0,1278.812717,14674.71497,0.087143956,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
VUT,2002,0.002072226,-0.002841936,0.001525625,0.006050242,-0.000911805,0.0,8,,,,0.17138098,,0.0,0.000413,0.007044,0.005794,0.01,0.0,,,0.005798817,,0.0,35.35806229,102.6200216,0.344553253,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
WSM,2002,-0.012324701,4.09e-05,-0.000181238,0.00017052,-0.000189773,0.0,8,,,,0.17138098,,,0.001376,0.007871,0.000111,,0.0,,,0.005798817,,0.0,24.50633373,99.64085378,0.245946645,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
YEM,2002,-0.000778908,-0.003256029,0.000106603,3.06e-05,-0.000508178,0.0,8,0.004370189,0.09837252,0.035682127,0.16952968,0.004,0.03303217,,2.3e-05,8e-05,,0.0,0.000338897,0.000338901,0.009055123,-0.015268439,0.0,850.9227579,2921.695081,0.291242835,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
ZAF,2002,0.000765726,0.000765738,0.001150852,6.84e-05,0.000827494,0.0,8,0.024744824,0.10738068,0.03631534,0.17138055,0.0095,0.020412203,0.007517,0.008603,0.008652,0.01,0.0,0.00010927,0.000109266,0.005836621,0.013440826,0.0,12544.11924,36318.59513,0.345391092,-0.0005177478784530387,-0.0007012099392265193,-0.002063446127071823,-0.0009236224530386741,-0.0005384809005524862
