country,sect,t,source,outp,outpd,outptt,gvco,gvcobp,gvcofp,gvcomix,outpd%,outptt%,gvco%,gvcobp%,gvcofp%,gvcomix%,outpd_diff,outptt_diff,gvco_diff,gvcobp_diff,gvcofp_diff,gvcomix_diff
ARG,2,1999,tiva,877.028368,730.1268615,129.5631565,17.33835004,3.821206908,5.291156864,8.225986263,0.83250085,0.147729721,0.019769429,0.004356994,0.006033051,0.009379384,0.007071474,-0.006992288,-7.9186E-05,-0.000205737,0.000289563,-0.000163013
ARG,2,2000,tiva,896.841259,733.9560438,143.3795936,19.50562158,4.436310018,6.123867664,8.945443898,0.81837899,0.159871763,0.021749246,0.004946594,0.006828263,0.009974389,-0.01412186,0.012142042,0.001979817,0.0005896,0.000795212,0.000595005
ARG,2,2001,tiva,1100.575836,895.2958304,180.1669497,25.11305588,4.921491399,8.642901212,11.54866327,0.813479454,0.16370244,0.022818106,0.004471742,0.007853072,0.010493292,-0.004899536,0.003830677,0.00106886,-0.000474852,0.001024809,0.000518903
ARG,2,2002,tiva,745.066797,468.072766,240.3363494,36.65768161,5.281549413,13.10806883,18.26806337,0.628229265,0.322570205,0.04920053,0.007088692,0.017593146,0.024518692,-0.185250189,0.158867765,0.026382424,0.00261695,0.009740074,0.0140254
ARG,2,2003,tiva,869.683741,575.0307685,254.6708617,39.98211084,6.200484861,13.55928816,20.22233782,0.661195261,0.292831577,0.045973161,0.007129586,0.015591056,0.023252519,0.032965996,-0.029738628,-0.003227369,4.0894E-05,-0.00200209,-0.001266173
ARG,2,2004,tiva,756.578392,497.547592,223.376693,35.65410704,5.654166981,13.1170747,16.88286535,0.657628604,0.295245933,0.047125463,0.007473339,0.017337364,0.02231476,-0.003566657,0.002414356,0.001152302,0.000343753,0.001746308,-0.000937759
ARG,2,2005,tiva,873.38527,559.2410366,270.398962,43.74527144,7.136454038,16.17000639,20.43881102,0.640314253,0.30959872,0.050087027,0.008171026,0.018514173,0.023401827,-0.017314351,0.014352787,0.002961564,0.000697687,0.001176809,0.001087067
ARG,2,2006,tiva,1265.702233,785.3877077,414.6303527,65.68417257,11.14383627,23.79241681,30.74791949,0.620515384,0.327589177,0.051895439,0.008804469,0.0187978,0.02429317,-0.019798869,0.017990457,0.001808412,0.000633443,0.000283627,0.000891343
ARG,2,2007,tiva,1151.54327,694.5529329,391.9921614,64.9981757,10.9202237,23.08006397,30.99788804,0.603149661,0.340405933,0.056444406,0.009483121,0.020042724,0.026918561,-0.017365723,0.012816756,0.004548967,0.000678652,0.001244924,0.002625391
ARG,2,2008,tiva,1463.224731,868.3866216,507.1504045,87.68770492,13.87498067,31.03386789,42.77885636,0.593474538,0.346597753,0.059927708,0.009482467,0.021209229,0.029236012,-0.009675123,0.00619182,0.003483302,-6.54E-07,0.001166505,0.002317451
